url,STRING : publisher,STRING : developer,STRING : genre,STRING : esrb
videogame/www.metacritic.com/xbox360_galagalegions.html,Namco Bandai Games,Namco Bandai Games,Shooter,E (Everyone)
videogame/www.metacritic.com/psx_dangergirl.html,THQ,N-Space,Action,T (Teen)
videogame/www.metacritic.com/xbox360_witsandwagers.html,Microsoft Game Studios,Hidden Path Entertainment,Trivia,E (Everyone)
videogame/www.metacritic.com/xbox360_ncaafootball08.html,Electronic Arts,EA Tiburon,"Sports, Football",E (Everyone)
videogame/www.metacritic.com/psx_f1championshipseason2000.html,EA Sports,EA Sports,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_ncaafootball07.html,Electronic Arts,EA Tiburon,"Sports, Football",E (Everyone)
videogame/www.metacritic.com/psx_woodywoodpeckerracing.html,Konami,Universal Interactive Studios,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_castlecrashers.html,The Behemoth,The Behemoth,"Action, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/xbox360_stranglehold.html,Midway,Midway Chicago,"Third-Person Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_bionicleheroes.html,Eidos Interactive,TT Games,"Third-Person Shooter, Action",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_tonyhawksprovingground.html,Activision,Neversoft Entertainment,Extreme Sports,T (Teen)
videogame/www.metacritic.com/xbox360_fearfiles.html,Vivendi Games / Sierra Entertainment,TimeGate Studios - Day 1 Studios,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_elderscrolls4knightsofthenine.html,Bethesda Softworks,Bethesda Softworks,Role-Playing Game,M (Mature)
videogame/www.metacritic.com/xbox360_callofjuarez.html,Ubisoft,Techland,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_battlezone.html,Atari,Stainless Games,Shooter,E (Everyone)
videogame/www.metacritic.com/psx_jarretlabontestockcar.html,Codemasters,Codemasters,Racing,E (Everyone)
videogame/www.metacritic.com/psx_davemirrafreestylembxmax.html,Acclaim,Z-Axis,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_eetschowdown.html,Klei Entertainment,Klei Entertainment,"Platform, Strategy",E (Everyone)
videogame/www.metacritic.com/xbox360_pocketbikeracer.html,King Games,Blitz Games,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_schizoid.html,Microsoft,Torpex Games,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_samuraiwarriors2.html,Koei,Omega Force,"Third-Person Action, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/xbox360_proevolutionsoccer2008.html,Konami,Konami,"Sports, Soccer",E (Everyone)
videogame/www.metacritic.com/xbox360_talesofvesperia.html,Namco Bandai Games,Namco Bandai Games,"Action, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/xbox360_nflheadcoach09.html,Electronic Arts,EA Tiburon,Sports Management Simulation,E (Everyone)
videogame/www.metacritic.com/xbox360_battlestationsmidway.html,SCi Games / Eidos Interactive,Mithis Games,"Real-Time Strategy, Third-Person Action",T (Teen)
videogame/www.metacritic.com/xbox360_conan.html,THQ,Nihilistic,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/psx_crashteamracing.html,Sony Computer Entertainment America,Naughty Dog,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/psx_supershotsoccer.html,Tecmo,Tecmo,Sports,E (Everyone)
videogame/www.metacritic.com/psx_fifa2001mls.html,EA,EA,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_ninjagaiden2.html,Microsoft Game Studios / Tecmo,Team Ninja,Third-Person Action,M (Mature)
videogame/www.metacritic.com/xbox360_importtunerchallenge.html,Ubisoft,Genki,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_medalofhonorairborne.html,Electronic Arts,EA Los Angeles,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/xbox360_omegafive.html,Hudson Entertainment,Natsume,"Action, Shoot-'em-up",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_legostarwars2theoriginaltrilogy.html,LucasArts,Traveller's Tales,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_arctheladcollection.html,Working Designs,Arc Development,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_fightnightround3.html,Electronic Arts,EA Chicago,"Boxing, Sports",T (Teen)
videogame/www.metacritic.com/psx_knockoutkings2001.html,EA Sports,Electronic Arts,Sports,T (Teen)
videogame/www.metacritic.com/xbox360_csicrimesceneinvestigationhardevidence.html,Ubisoft,TellTale Games,Adventure,M (Mature)
videogame/www.metacritic.com/xbox360_lumineslive.html,Q Entertainment,Q Entertainment,Puzzle,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_tomclancyssplintercelldoubleagent.html,Ubisoft,Ubisoft Montreal/Shanghai/France,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_ikaruga.html,Treasure,Treasure,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_cmr07.html,Codemasters,Codemasters,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_boogiebunnies.html,Sierra Online,Artech Studios,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_rcrevenge.html,Acclaim,Acclaim Studios Cheltenham,Racing,E (Everyone)
videogame/www.metacritic.com/psx_pointblank3.html,Namco,Namco,Action,T (Teen)
videogame/www.metacritic.com/psx_silhouettemirage.html,Working Designs,Spaz - Treasure,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_doubledragon.html,Empire Interactive,Razerworks,"Action, Beat-'Em-Up",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_bullyscholarshipedition.html,Rockstar Games,Rockstar Vancouver,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_elderscrolls4shiveringisles.html,Bethesda Softworks / 2K Games,Bethesda Softworks,Role-Playing Game,M (Mature)
videogame/www.metacritic.com/psx_vagrantstory.html,Square Electronic Arts,SquareSoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_bigbumpin.html,King Games,Blitz Games,"Racing, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_cabelasafricansafari.html,Activision Value,Activision Value,"Sports, Hunting",T (Teen)
videogame/www.metacritic.com/xbox360_uefaeuro2008.html,Electronic Arts,EA Canada,"Sports, Soccer",E (Everyone)
videogame/www.metacritic.com/xbox360_nplus.html,Metanet Software Inc.,Slick Entertainment Inc.,Action,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_mlb2002.html,Sony Computer Entertainment,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/psx_mlb2004.html,Sony Computer Entertainment America,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/psx_mlb2003.html,Sony Computer Entertainment America,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_teenagemutantninjaturtles.html,Ubisoft,Digital Eclipse - Konami,"Action, Beat-'Em-Up",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_vampirehunterd.html,Jaleco,Jaleco,Adventure,
videogame/www.metacritic.com/xbox360_emenchantarm.html,From Software / Ubisoft,From Software,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_dominomaster.html,Microsoft,TikGames,"Card Games, Board Games",E (Everyone)
videogame/www.metacritic.com/xbox360_vampiresrain.html,AQ Interactive / Microsoft,Artoon,"Action, Adventure, Survival Horror",M (Mature)
videogame/www.metacritic.com/psx_tekken3.html,Namco,Namco,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/xbox360_destroyallhumanspathofthefuron.html,THQ,Sandblast Games,"Action, Adventure",RP (Rating Pending)
videogame/www.metacritic.com/psx_clocktower2.html,Agetec,Human Entertainment,"Adventure, Survival Horror",M (Mature)
videogame/www.metacritic.com/xbox360_crackdown.html,Microsoft,Realtime Worlds,"Action, Driving",M (Mature)
videogame/www.metacritic.com/xbox360_crossfire.html,Eidos Interactive,Pivotal Games,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_ncaamarchmadness07.html,Electronic Arts,EA Canada,"Sports, Basketball",E (Everyone)
videogame/www.metacritic.com/psx_strikers1945.html,Agetec,Psikyo,"Action, Vertically Scrolling Shooter",E (Everyone)
videogame/www.metacritic.com/xbox360_ncaamarchmadness08.html,Electronic Arts,EA Canada,"Basketball, Sports",E (Everyone)
videogame/www.metacritic.com/xbox360_farcryinstinctspredator.html,Ubisoft,Ubisoft Montreal - Crytek Studios,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/psx_finalfantasyanthology.html,Square Electronic Arts,Squaresoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_specopsrangerelite.html,Take 2 Interactive,RuneCraft,Action,T (Teen)
videogame/www.metacritic.com/xbox360_commandandconquerredalert3.html,Electronic Arts,EA Los Angeles,Real-Time Strategy,T (Teen)
videogame/www.metacritic.com/psx_streetfighteralpha3.html,Capcom Entertainment,Capcom Entertainment,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_championshipsurfer.html,Mattel Interactive,Krome Studios,Action,E (Everyone)
videogame/www.metacritic.com/psx_driver.html,GT Interactive,Reflections,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/xbox360_rezhd.html,Microsoft Game Studios,Q Entertainment,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_spacechimps.html,Brash Entertainment,Brash Entertainment,"Platform, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_tombraiderchronicles.html,Eidos Interactive,"Core Design, Ltd.","Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_einhander.html,Sony Computer Entertainment,Square Soft,"Action, Shooter",E (Everyone)
videogame/www.metacritic.com/psx_rcdego.html,Acclaim,Taito,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_castlevaniasymphonyofthenight.html,Konami,Digital Eclipse,"Action, Adventure",T (Teen)
